動画編集に手を出してしまった…	0
嬉しいーーありがとうございます	0
の、に比べたらやらの知識必要だけど、そこそこ使える	0
きたーーー	0
またついた で星だ。ここまでくると怪しい笑	0
やったまた星のレビューついたよー。『と実データで遊んで学ぶ データ分析講座』	0
外出られないので、のライブ観てるうーーーん、最高です。	0
で届いたに関する質問に答えてた楽しい	0
特に理由はないんですが、今日からしばらく禁酒してみますとりあえず一ヶ月間目標に。	0
酒とラジオコレがあるだけで人生丸儲けなあとはがあればなおよし。	0
今回も楽しかったし勉強になったー。観たいし懇親会も参加したかったけど、私用により抜けますお疲れさまでした	0
今ちょろっと出たやつはこれに近い	0
だが騙された笑	0
は便利よね	0
ありがとうございます	0
今日の資料です。	0
さて、の資料準備しなくては…	0
の資料準備しなくては…	0
このタグ。「あ、この人いま○歳なんだ」以外の感想がない。年間を振り返る	0
何を言ってるんだと思われるかもしれないですが、最終的には地元の群馬でラジオやりたいです	0
さて、お彼岸なので実家へ帰るよー。	0
僕がいま、エンジニアとして仕事をする上で大切にしている考え方や物事の捉え方を教えたくれた、いわば師匠のような人に会ってくる。楽しみ。	0
引っ越してから、朝早く会社きて早く帰って早く寝る生活になってる仕事中の集中力も前より高い住む場所大事	0
昨日記事の影響かな、残り点になってると実データで遊んで学ぶ データ分析講座	0
何がとは言わないけど、完全に理解した	0
久しぶりに記事を描いてみました非エンジニアから「って何よ」って聞かれたら、とりあえずこう説明したらいいんでないという話  のデータ分析教室	0
第回勉強会東京 に参加を申し込みました	0
金曜夜なので、酒とラジオと	0
ぜひ超豪華布陣の一人です。	0
今日はのについて詳しくなった日色々な技術ブログ見ながらやってたけど、結局公式のページが一番分かりやすかった	0
よくアクセスされている記事に、自分の本へのリンクを貼る作業していた	0
位ーーまだの方是非ー。	0
これはきたな今年一嬉しいかも	0
で記事書くとファイル出力してくれるツールどなたか実装してたりしないですかね	0
寝起きにツイートすることではありませんが、うまい日本酒が飲みたいです、いま。	0
「あ、このサービスもだったのか」と知ることができたので、少し幸せ。	0
使ってみたけどこれは便利だにも対応してるし今まで使って化すること多かったけど、今後は積極的に使っていこうかな	0
レビュー件付いてる嬉しい	0
ラジオ聴きながら、コード書いてたらもう朝だ。おはよう皆様。今日も今日とて、日常が迫ってきてますが、頑張るよ	0
でパイプで処理をいい感じに繋げられているときは、脳から何か興奮物質が出てる	0
学生時代何度も通った、溝の口駅すぐの文教堂書店にて。目立つところ、ありがとうございます田園都市線沿いの方は是非勿論でも。と実データで遊んで学ぶ データ分析講座…	0
入荷されましたーまたランキング上がってきて嬉しい買えなくて「あとでいいか」状態だった皆様、是非『と実データで遊んで学ぶ データ分析講座 』	0
ただいま好評でアマゾン売切れですが、出版社に確認したところ金曜日に入荷予定です。皆様ぜひ	0
敬愛するなんて…ありがとうございますそして、素晴らしいレビューありがとうございます。	0
さすが皆のてぃーびーさんやで	0
技術ブログ、、書籍以外にもう一つアウトプットの場所作りたい何がいいかな	0
お近くの方は是非。	0
さて、飲みにでもいこうか	0
